fdc_id,food_name,category,subcategory,calories,protein,carbs,fat,fiber,iron,calcium,vitB12,vitD,zinc,sodium,potassium,magnesium,is_vegan,is_vegetarian,is_pescatarian,contains_gluten,contains_dairy,contains_eggs,contains_tree_nuts,contains_shellfish,contains_soy,contains_fish,contains_peanuts,fodmap_status,gerd_safe,gi_index,source
168735,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",protein,SR Legacy,221.0,25.7,0.0,12.4,0.0,1.7,17.0,1.69,0.0,4.52,50.0,308.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168736,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",protein,SR Legacy,174.0,20.6,0.0,9.51,0.0,1.47,25.0,1.15,0.0,3.61,51.0,313.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168737,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",protein,SR Legacy,201.0,26.4,0.0,9.78,0.0,1.62,21.0,1.37,0.0,4.82,56.0,338.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169559,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",protein,SR Legacy,157.0,20.6,0.0,7.68,0.0,1.51,24.0,0.98,0.0,3.54,53.0,321.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174770,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,142.0,21.3,0.0,5.63,0.0,1.54,23.0,1.04,0.0,3.85,54.0,333.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174771,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",protein,SR Legacy,193.0,26.3,0.0,9.73,0.0,1.77,15.0,1.64,0.0,4.9,54.0,324.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174772,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",protein,SR Legacy,154.0,21.2,0.0,7.06,0.0,1.54,27.0,1.15,0.0,3.92,54.0,323.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174773,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",protein,SR Legacy,179.0,27.2,0.0,6.95,0.0,1.68,20.0,1.3,0.0,5.0,58.0,359.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
173124,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",protein,SR Legacy,129.0,21.3,0.0,4.21,0.0,1.55,22.0,0.9,0.0,3.85,54.0,344.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168656,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,132.0,21.5,0.0,5.11,0.0,2.06,13.0,1.81,0.1,5.21,83.0,362.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168714,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,165.0,20.3,0.0,9.29,0.0,2.0,13.0,1.76,0.1,4.98,80.0,344.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168743,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",protein,SR Legacy,169.0,20.2,0.0,9.86,0.0,1.98,13.0,1.68,0.1,4.93,79.0,349.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169570,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",protein,SR Legacy,158.0,20.6,0.0,8.45,0.0,2.02,12.0,1.88,0.1,5.05,82.0,336.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168657,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",protein,SR Legacy,137.0,21.3,0.0,5.75,0.0,2.04,13.0,1.73,0.1,5.15,82.0,367.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168658,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",protein,SR Legacy,124.0,21.7,0.0,4.14,0.0,2.08,13.0,1.95,0.1,5.3,85.0,353.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170613,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,213.0,32.9,0.0,8.01,0.0,2.76,19.0,2.43,0.0,7.61,54.0,264.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169440,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",protein,SR Legacy,221.0,32.2,0.0,9.24,0.0,2.75,17.0,2.62,0.0,7.23,52.0,254.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",protein,SR Legacy,205.0,33.6,0.0,6.77,0.0,2.78,20.0,1.92,0.0,8.01,57.0,275.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",protein,SR Legacy,289.0,28.8,0.0,18.4,0.0,2.43,16.0,2.12,0.0,6.69,48.0,232.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168666,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",protein,SR Legacy,277.0,17.9,0.0,22.2,0.0,1.59,16.0,1.54,0.0,4.32,59.0,276.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
173130,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",protein,SR Legacy,298.0,28.7,0.0,19.5,0.0,2.46,16.0,2.33,0.0,6.47,46.0,227.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
173128,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",protein,SR Legacy,278.0,18.1,0.12,22.2,0.0,1.68,15.0,1.69,0.0,4.42,61.0,281.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169432,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",protein,SR Legacy,280.0,29.0,0.0,17.4,0.0,2.4,17.0,1.92,0.3,6.92,49.0,237.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
173129,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",protein,SR Legacy,276.0,17.8,0.0,22.2,0.0,1.5,17.0,1.38,0.0,4.23,58.0,271.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170210,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,205.0,33.3,0.0,6.99,0.0,2.82,16.0,2.42,0.0,8.0,54.0,267.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170601,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",protein,SR Legacy,212.0,32.6,0.0,8.07,0.0,2.83,14.0,2.53,0.0,7.61,52.0,256.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",protein,SR Legacy,198.0,33.9,0.0,5.92,0.0,2.87,17.0,2.28,0.0,8.38,56.0,279.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174047,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",protein,SR Legacy,196.0,33.2,0.0,6.0,0.0,2.81,16.0,2.42,0.0,7.98,54.0,266.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174048,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw",protein,SR Legacy,127.0,21.6,0.0,3.84,0.0,1.92,16.0,1.84,0.0,5.52,74.0,336.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171818,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",protein,SR Legacy,203.0,33.1,0.0,6.79,0.0,2.88,14.0,2.57,0.0,7.76,53.0,261.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174057,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, raw",protein,SR Legacy,129.0,21.7,0.0,4.06,0.0,2.04,15.0,2.09,0.0,5.53,75.0,335.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174768,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",protein,SR Legacy,189.0,33.2,0.0,5.21,0.0,2.81,17.0,2.24,0.0,8.19,55.0,273.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
174766,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",protein,SR Legacy,124.0,21.4,0.0,3.61,0.0,1.83,18.0,1.71,0.0,5.57,76.0,333.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170211,"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,358.0,23.5,0.0,28.5,0.0,2.34,8.0,2.33,0.0,5.83,68.0,233.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",protein,SR Legacy,349.0,24.4,0.0,27.2,0.0,2.43,8.0,2.38,0.0,6.13,69.0,241.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169489,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",protein,SR Legacy,267.0,17.6,0.59,21.0,0.0,1.69,6.0,2.24,0.0,4.24,72.0,264.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170212,"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,244.0,28.0,0.0,13.8,0.0,2.79,6.0,2.58,0.0,7.39,77.0,273.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170611,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,291.0,26.8,0.0,19.5,0.0,2.53,7.0,2.45,0.3,5.96,65.0,259.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168665,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",protein,SR Legacy,331.0,25.8,0.0,24.5,0.0,2.46,7.0,2.4,0.4,5.77,64.0,251.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168664,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",protein,SR Legacy,253.0,18.4,0.56,19.1,0.0,1.7,6.0,2.25,0.0,3.71,69.0,282.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168607,"Beef, brisket, whole, separable lean only, all grades, raw",protein,SR Legacy,157.0,20.7,0.6,7.37,0.0,1.92,5.0,2.43,0.0,4.31,79.0,330.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170612,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,218.0,29.8,0.0,10.1,0.0,2.81,6.0,2.6,0.2,6.89,70.0,285.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169430,"Beef, carcass, separable lean and fat, choice, raw",protein,SR Legacy,291.0,17.3,0.0,24.0,0.0,1.83,8.0,2.67,0.0,3.57,59.0,267.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169431,"Beef, carcass, separable lean and fat, select, raw",protein,SR Legacy,278.0,17.5,0.0,22.6,0.0,1.85,8.0,2.69,0.0,3.59,59.0,271.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170607,"Beef, chopped, cured, smoked",protein,SR Legacy,133.0,20.2,1.86,4.42,0.0,2.85,8.0,1.73,0.0,3.93,1260.0,377.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171227,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,296.0,27.7,0.0,20.6,0.0,2.49,16.0,3.1,0.1,8.91,65.0,247.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170831,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,205.0,19.0,0.0,14.3,0.0,2.1,14.0,2.91,0.1,6.65,77.0,291.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170829,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",protein,SR Legacy,303.0,27.2,0.0,21.6,0.0,2.51,16.0,3.12,0.2,8.93,65.0,241.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170832,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",protein,SR Legacy,210.0,18.9,0.0,15.0,0.0,2.16,15.0,2.94,0.1,7.02,76.0,302.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170830,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",protein,SR Legacy,285.0,28.5,0.0,19.0,0.0,2.46,15.0,3.07,0.1,9.07,66.0,255.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170833,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",protein,SR Legacy,196.0,19.1,0.0,13.3,0.0,1.97,14.0,2.8,0.1,5.89,77.0,271.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170799,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",protein,SR Legacy,228.0,31.4,0.0,11.4,0.0,2.93,17.0,3.47,0.1,10.9,69.0,286.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171195,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,146.0,21.0,0.0,6.95,0.0,2.24,15.0,3.24,0.1,7.44,82.0,317.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170797,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",protein,SR Legacy,234.0,31.0,0.0,12.2,0.0,2.97,17.0,3.51,0.2,11.0,69.0,279.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170800,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",protein,SR Legacy,152.0,20.9,0.0,7.67,0.0,2.31,15.0,3.27,0.1,7.86,81.0,330.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170798,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",protein,SR Legacy,221.0,32.1,0.0,10.2,0.0,2.86,16.0,3.4,0.1,10.9,70.0,292.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171194,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",protein,SR Legacy,137.0,21.1,0.0,5.89,0.0,2.08,15.0,3.1,0.1,6.53,82.0,293.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170820,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",protein,SR Legacy,236.0,24.6,0.0,15.3,0.0,2.22,18.0,3.01,0.1,8.48,76.0,308.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168660,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,180.0,19.2,0.0,11.5,0.0,2.08,17.0,2.73,0.1,7.52,81.0,332.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171215,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",protein,SR Legacy,241.0,24.5,0.0,15.9,0.0,2.28,18.0,3.22,0.1,8.74,75.0,307.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168661,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",protein,SR Legacy,185.0,19.1,0.0,12.0,0.0,2.08,17.0,2.69,0.1,7.54,80.0,310.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171216,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",protein,SR Legacy,229.0,24.9,0.0,14.4,0.0,2.16,19.0,2.66,0.1,8.24,76.0,312.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168662,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",protein,SR Legacy,173.0,19.2,0.0,10.7,0.0,2.12,18.0,2.78,0.1,7.66,82.0,367.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168674,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",protein,SR Legacy,183.0,26.6,0.0,8.46,0.0,2.47,19.0,3.24,0.1,9.73,80.0,344.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169565,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,137.0,20.6,0.0,6.01,0.0,2.18,18.0,2.95,0.1,8.21,85.0,357.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",protein,SR Legacy,190.0,26.4,0.0,9.36,0.0,2.52,18.0,3.46,0.1,9.93,79.0,339.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169566,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",protein,SR Legacy,139.0,20.7,0.0,6.21,0.0,2.18,17.0,2.91,0.1,8.25,85.0,332.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",protein,SR Legacy,172.0,27.0,0.0,7.12,0.0,2.42,20.0,2.85,0.1,9.56,81.0,351.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
168742,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",protein,SR Legacy,133.0,20.5,0.0,5.71,0.0,2.21,19.0,2.98,0.1,8.29,86.0,393.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171228,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",protein,SR Legacy,277.0,25.0,0.0,19.6,0.0,2.45,16.0,3.03,0.1,8.68,71.0,325.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171231,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,223.0,18.9,0.0,16.4,0.0,2.1,14.0,2.7,0.1,7.26,66.0,329.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171229,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",protein,SR Legacy,283.0,25.0,0.0,20.4,0.0,2.46,15.0,2.89,0.1,8.63,71.0,333.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170834,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",protein,SR Legacy,227.0,18.9,0.0,16.8,0.0,2.1,14.0,2.74,0.1,7.3,66.0,330.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171230,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",protein,SR Legacy,267.0,25.0,0.0,18.6,0.0,2.42,17.0,3.14,0.1,8.78,70.0,307.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170835,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",protein,SR Legacy,216.0,18.9,0.0,15.6,0.0,2.14,14.0,2.64,0.1,7.36,68.0,342.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170801,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",protein,SR Legacy,209.0,27.9,0.0,10.8,0.0,2.87,17.0,3.37,0.1,10.5,75.0,380.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170804,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",protein,SR Legacy,153.0,21.3,0.0,7.56,0.0,2.28,15.0,3.07,0.1,8.39,70.0,371.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171196,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",protein,SR Legacy,215.0,28.0,0.0,11.5,0.0,2.88,16.0,3.2,0.1,10.5,75.0,391.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170802,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",protein,SR Legacy,160.0,21.3,0.0,8.29,0.0,2.27,15.0,3.1,0.1,8.41,70.0,371.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",protein,SR Legacy,199.0,27.9,0.0,9.77,0.0,2.81,19.0,3.5,0.1,10.6,74.0,356.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
170803,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",protein,SR Legacy,143.0,21.3,0.0,6.47,0.0,2.33,15.0,3.0,0.1,8.54,73.0,388.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDA
